year,ur_lma,ur_sub_lma,wp_lma,wp_sub_lma,flow
2001,1,1,1,1,2787
2001,1,1,1,2,45
2001,1,1,1,5,6
2001,1,1,1,7,12
2001,1,1,1,10,15
2001,1,1,2,5,33
2001,1,2,1,1,426
2001,1,2,1,2,915
2001,1,2,1,4,9
2001,1,2,1,7,9
2001,1,2,1,10,9
2001,1,2,2,5,9
2001,1,3,1,1,36
2001,1,3,1,3,84
2001,1,4,1,1,9
2001,1,4,1,2,27
2001,1,4,1,4,594
2001,1,4,1,7,138
2001,1,4,1,8,9
2001,1,4,1,9,6
2001,1,4,1,10,18
2001,1,4,2,5,12
2001,1,5,1,1,33
2001,1,5,1,2,6
2001,1,5,1,5,321
2001,1,5,1,6,21
2001,1,5,1,7,12
2001,1,5,1,10,18
2001,1,6,1,6,594
2001,1,6,1,7,18
2001,1,6,1,8,6
2001,1,6,1,10,111
2001,1,6,2,5,9
2001,1,7,1,1,12
2001,1,7,1,2,6
2001,1,7,1,4,78
2001,1,7,1,6,6
2001,1,7,1,7,2940
2001,1,7,1,8,111
2001,1,7,1,9,171
2001,1,7,1,10,228
2001,1,7,2,5,51
2001,1,8,1,1,6
2001,1,8,1,7,75
2001,1,8,1,8,1296
2001,1,8,1,9,138
2001,1,8,1,10,51
2001,1,8,2,1,12
2001,1,8,2,3,9
2001,1,8,2,5,63
2001,1,9,1,7,132
2001,1,9,1,8,90
2001,1,9,1,9,783
2001,1,9,1,10,39
2001,1,9,2,5,15
2001,1,10,1,1,9
2001,1,10,1,4,6
2001,1,10,1,6,21
2001,1,10,1,7,114
2001,1,10,1,8,108
2001,1,10,1,9,36
2001,1,10,1,10,1530
2001,1,10,2,5,27
2001,2,1,1,8,6
2001,2,1,2,1,711
2001,2,1,2,2,12
2001,2,1,2,3,9
2001,2,1,2,4,18
2001,2,1,2,5,681
2001,2,2,2,2,1401
2001,2,2,2,4,30
2001,2,2,2,5,474
2001,2,2,2,6,6
2001,2,2,2,7,48
2001,2,2,2,8,6
2001,2,2,3,2,9
2001,2,2,3,3,9
2001,2,2,3,4,15
2001,2,3,1,8,6
2001,2,3,2,1,24
2001,2,3,2,2,21
2001,2,3,2,3,702
2001,2,3,2,4,6
2001,2,3,2,5,771
2001,2,3,3,2,9
2001,2,4,2,1,24
2001,2,4,2,2,33
2001,2,4,2,4,660
2001,2,4,2,5,741
2001,2,4,2,6,15
2001,2,5,1,1,24
2001,2,5,1,4,9
2001,2,5,1,7,15
2001,2,5,1,8,42
2001,2,5,1,9,9
2001,2,5,1,10,21
2001,2,5,2,1,132
2001,2,5,2,2,282
2001,2,5,2,3,105
2001,2,5,2,4,99
2001,2,5,2,5,14481
2001,2,5,2,6,78
2001,2,5,2,7,21
2001,2,5,2,8,12
2001,2,5,3,1,21
2001,2,5,3,2,45
2001,2,5,3,3,72
2001,2,5,3,4,51
2001,2,6,1,1,6
2001,2,6,1,10,9
2001,2,6,2,1,6
2001,2,6,2,4,6
2001,2,6,2,5,120
2001,2,6,2,6,3198
2001,2,6,2,7,33
2001,2,6,2,8,6
2001,2,6,3,2,12
2001,2,6,3,3,6
2001,2,6,3,4,6
2001,2,7,2,2,30
2001,2,7,2,5,63
2001,2,7,2,6,90
2001,2,7,2,7,2232
2001,2,7,2,8,207
2001,2,7,3,1,12
2001,2,7,3,2,12
2001,2,7,3,3,24
2001,2,7,3,4,6
2001,2,8,2,5,15
2001,2,8,2,7,63
2001,2,8,2,8,5421
2001,2,8,3,1,90
2001,2,8,3,2,594
2001,2,8,3,3,222
2001,2,8,3,4,120
2001,2,9,2,9,18
2001,2,10,2,10,27
2001,3,1,2,5,30
2001,3,1,2,7,6
2001,3,1,2,8,96
2001,3,1,3,1,39705
2001,3,1,3,2,4869
2001,3,1,3,3,23454
2001,3,1,3,4,9594
2001,3,1,3,5,18
2001,3,1,5,1,48
2001,3,1,5,2,9
2001,3,1,5,6,18
2001,3,1,6,1,6
2001,3,1,6,5,42
2001,3,2,2,2,6
2001,3,2,2,5,36
2001,3,2,2,6,6
2001,3,2,2,7,6
2001,3,2,2,8,279
2001,3,2,3,1,3117
2001,3,2,3,2,58440
2001,3,2,3,3,22140
2001,3,2,3,4,7275
2001,3,2,3,5,33
2001,3,2,5,1,63
2001,3,2,5,3,6
2001,3,2,5,5,6
2001,3,2,5,6,24
2001,3,2,6,5,66
2001,3,2,8,1,6
2001,3,3,2,5,33
2001,3,3,2,8,93
2001,3,3,3,1,5229
2001,3,3,3,2,4695
2001,3,3,3,3,73182
2001,3,3,3,4,20493
2001,3,3,3,5,45
2001,3,3,5,1,144
2001,3,3,5,2,9
2001,3,3,5,3,9
2001,3,3,5,4,9
2001,3,3,5,5,6
2001,3,3,5,6,66
2001,3,3,6,1,9
2001,3,3,6,5,102
2001,3,3,6,8,6
2001,3,3,8,1,6
2001,3,3,8,7,9
2001,3,3,10,6,9
2001,3,4,2,2,6
2001,3,4,2,5,33
2001,3,4,2,6,6
2001,3,4,2,7,6
2001,3,4,2,8,81
2001,3,4,3,1,2232
2001,3,4,3,2,2640
2001,3,4,3,3,24894
2001,3,4,3,4,104442
2001,3,4,3,5,27
2001,3,4,5,1,768
2001,3,4,5,2,75
2001,3,4,5,3,57
2001,3,4,5,4,87
2001,3,4,5,5,30
2001,3,4,5,6,408
2001,3,4,5,7,36
2001,3,4,5,8,21
2001,3,4,6,1,30
2001,3,4,6,5,117
2001,3,4,6,7,9
2001,3,4,8,5,15
2001,3,4,8,8,6
2001,3,4,9,5,6
2001,3,4,10,4,12
2001,3,4,10,6,21
2001,3,4,10,8,6
2001,3,5,3,1,30
2001,3,5,3,2,69
2001,3,5,3,3,549
2001,3,5,3,4,87
2001,3,5,3,5,1749
2001,3,5,6,5,6
2001,4,1,3,2,6
2001,4,1,3,3,12
2001,4,1,4,1,303
2001,5,1,3,1,27
2001,5,1,3,2,21
2001,5,1,3,3,228
2001,5,1,3,4,1173
2001,5,1,5,1,2712
2001,5,1,5,2,129
2001,5,1,5,3,120
2001,5,1,5,4,75
2001,5,1,5,5,21
2001,5,1,5,6,189
2001,5,1,5,7,33
2001,5,1,5,8,24
2001,5,1,6,1,9
2001,5,1,6,5,15
2001,5,2,3,1,9
2001,5,2,3,2,9
2001,5,2,3,3,51
2001,5,2,3,4,255
2001,5,2,5,1,228
2001,5,2,5,2,447
2001,5,2,5,4,6
2001,5,2,5,6,60
2001,5,2,5,7,12
2001,5,3,3,1,9
2001,5,3,3,2,6
2001,5,3,3,3,45
2001,5,3,3,4,303
2001,5,3,5,1,339
2001,5,3,5,2,12
2001,5,3,5,3,507
2001,5,3,5,4,30
2001,5,3,5,6,21
2001,5,3,5,8,21
2001,5,4,3,3,63
2001,5,4,3,4,303
2001,5,4,5,1,135
2001,5,4,5,3,27
2001,5,4,5,4,378
2001,5,4,5,5,12
2001,5,4,5,6,6
2001,5,4,5,8,6
2001,5,4,6,5,6
2001,5,5,3,2,12
2001,5,5,3,3,30
2001,5,5,3,4,177
2001,5,5,5,1,75
2001,5,5,5,3,6
2001,5,5,5,4,18
2001,5,5,5,5,729
2001,5,5,5,6,6
2001,5,5,6,5,6
2001,5,5,8,5,15
2001,5,5,8,6,15
2001,5,6,3,1,21
2001,5,6,3,2,15
2001,5,6,3,3,144
2001,5,6,3,4,864
2001,5,6,5,1,327
2001,5,6,5,2,48
2001,5,6,5,3,27
2001,5,6,5,4,12
2001,5,6,5,6,2412
2001,5,6,5,7,75
2001,5,7,3,3,33
2001,5,7,3,4,183
2001,5,7,5,1,120
2001,5,7,5,2,18
2001,5,7,5,3,12
2001,5,7,5,6,159
2001,5,7,5,7,393
2001,5,8,3,3,36
2001,5,8,3,4,195
2001,5,8,5,1,177
2001,5,8,5,3,78
2001,5,8,5,4,33
2001,5,8,5,5,12
2001,5,8,5,6,18
2001,5,8,5,8,630
2001,5,8,6,1,12
2001,5,8,6,5,12
2001,6,1,3,2,6
2001,6,1,3,3,42
2001,6,1,3,4,186
2001,6,1,5,1,36
2001,6,1,5,3,12
2001,6,1,5,4,15
2001,6,1,5,5,24
2001,6,1,6,1,4434
2001,6,1,6,2,21
2001,6,1,6,4,27
2001,6,1,6,5,2079
2001,6,1,6,6,30
2001,6,1,6,7,18
2001,6,1,6,8,12
2001,6,1,6,9,12
2001,6,1,6,12,9
2001,6,1,8,6,6
2001,6,1,9,1,21
2001,6,1,9,2,18
2001,6,1,9,6,6
2001,6,2,3,3,9
2001,6,2,6,1,27
2001,6,2,6,2,816
2001,6,2,6,4,6
2001,6,2,6,5,357
2001,6,2,6,7,9
2001,6,2,6,8,6
2001,6,3,6,1,9
2001,6,3,6,3,204
2001,6,3,6,5,210
2001,6,3,6,7,9
2001,6,3,6,8,18
2001,6,3,6,12,9
2001,6,4,3,3,18
2001,6,4,3,4,12
2001,6,4,6,1,27
2001,6,4,6,4,1176
2001,6,4,6,5,1488
2001,6,4,6,7,126
2001,6,4,6,8,27
2001,6,4,6,10,6
2001,6,4,9,1,36
2001,6,4,9,2,12
2001,6,4,9,4,6
2001,6,5,3,1,30
2001,6,5,3,2,57
2001,6,5,3,3,180
2001,6,5,3,4,252
2001,6,5,5,1,24
2001,6,5,5,3,6
2001,6,5,5,8,6
2001,6,5,6,1,921
2001,6,5,6,2,30
2001,6,5,6,3,9
2001,6,5,6,4,477
2001,6,5,6,5,39861
2001,6,5,6,6,18
2001,6,5,6,7,417
2001,6,5,6,8,372
2001,6,5,6,9,144
2001,6,5,6,10,30
2001,6,5,6,12,111
2001,6,5,6,13,36
2001,6,5,7,2,12
2001,6,5,7,5,6
2001,6,5,7,6,30
2001,6,5,8,3,9
2001,6,5,8,5,24
2001,6,5,8,6,12
2001,6,5,8,7,9
2001,6,5,8,8,27
2001,6,5,9,1,207
2001,6,5,9,2,144
2001,6,5,9,3,9
2001,6,5,9,4,45
2001,6,5,9,5,30
2001,6,5,9,6,45
2001,6,5,10,1,6
2001,6,5,10,2,12
2001,6,5,10,4,30
2001,6,5,10,6,54
2001,6,5,10,8,15
2001,6,5,11,2,15
2001,6,5,11,8,18
2001,6,5,11,9,36
2001,6,5,12,1,9
2001,6,5,12,2,6
2001,6,6,6,1,60
2001,6,6,6,5,135
2001,6,6,6,6,588
2001,6,6,9,1,21
2001,6,7,3,2,6
2001,6,7,3,3,21
2001,6,7,3,4,27
2001,6,7,6,1,33
2001,6,7,6,4,126
2001,6,7,6,5,1566
2001,6,7,6,7,4662
2001,6,7,6,8,198
2001,6,7,6,10,9
2001,6,7,6,12,33
2001,6,7,6,13,12
2001,6,7,9,1,42
2001,6,7,9,2,27
2001,6,7,9,4,45
2001,6,7,9,5,60
2001,6,7,9,6,45
2001,6,7,11,9,6
2001,6,8,3,3,15
2001,6,8,3,4,15
2001,6,8,6,1,12
2001,6,8,6,4,27
2001,6,8,6,5,1170
2001,6,8,6,7,111
2001,6,8,6,8,3870
2001,6,8,6,9,27
2001,6,8,6,10,30
2001,6,8,6,12,282
2001,6,8,6,13,63
2001,6,8,9,1,9
2001,6,8,9,4,6
2001,6,8,9,5,12
2001,6,9,3,3,6
2001,6,9,6,1,9
2001,6,9,6,4,9
2001,6,9,6,5,381
2001,6,9,6,7,9
2001,6,9,6,8,30
2001,6,9,6,9,375
2001,6,9,6,12,9
2001,6,10,6,4,6
2001,6,10,6,5,132
2001,6,10,6,7,18
2001,6,10,6,8,15
2001,6,10,6,10,195
2001,6,10,6,12,6
2001,6,11,6,5,9
2001,6,11,6,7,15
2001,6,11,6,8,33
2001,6,11,6,11,291
2001,6,11,6,12,12
2001,6,12,6,5,114
2001,6,12,6,7,12
2001,6,12,6,8,180
2001,6,12,6,12,2883
2001,6,12,6,13,195
2001,6,13,6,5,21
2001,6,13,6,8,18
2001,6,13,6,12,129
2001,6,13,6,13,3303
2001,6,13,7,2,6
2001,6,13,17,1,9
2001,7,1,7,1,1212
2001,7,1,7,2,9
2001,7,1,7,4,18
2001,7,1,7,6,93
2001,7,1,7,9,6
2001,7,2,6,5,9
2001,7,2,6,13,27
2001,7,2,7,1,9
2001,7,2,7,2,1935
2001,7,2,7,3,33
2001,7,2,7,4,36
2001,7,2,7,9,12
2001,7,2,9,6,9
2001,7,2,17,5,12
2001,7,2,18,2,6
2001,7,3,7,2,81
2001,7,3,7,3,393
2001,7,4,7,1,21
2001,7,4,7,2,42
2001,7,4,7,4,303
2001,7,4,7,9,6
2001,7,5,6,5,9
2001,7,5,6,12,6
2001,7,5,6,13,18
2001,7,5,7,5,630
2001,7,5,7,6,72
2001,7,5,9,6,57
2001,7,6,6,5,18
2001,7,6,7,1,162
2001,7,6,7,5,27
2001,7,6,7,6,6657
2001,7,6,7,7,117
2001,7,6,7,8,12
2001,7,6,9,5,9
2001,7,6,9,6,84
2001,7,6,10,4,9
2001,7,6,11,2,24
2001,7,6,11,3,21
2001,7,6,11,5,57
2001,7,6,11,8,9
2001,7,6,11,9,30
2001,7,6,14,1,9
2001,7,6,14,2,9
2001,7,7,7,1,12
2001,7,7,7,5,9
2001,7,7,7,6,423
2001,7,7,7,7,366
2001,7,7,9,6,9
2001,7,7,11,5,12
2001,7,8,7,6,15
2001,7,8,7,8,84
2001,7,9,7,2,6
2001,7,9,7,4,18
2001,7,9,7,9,1260
2001,7,9,15,3,27
2001,7,9,15,4,9
2001,7,9,18,2,6
2001,8,1,3,2,6
2001,8,1,3,3,9
2001,8,1,3,4,9
2001,8,1,6,5,12
2001,8,1,8,1,1980
2001,8,1,8,2,117
2001,8,1,8,3,6
2001,8,1,8,4,21
2001,8,1,8,5,45
2001,8,2,3,4,6
2001,8,2,8,1,21
2001,8,2,8,2,372
2001,8,2,8,5,12
2001,8,3,3,3,6
2001,8,3,3,4,6
2001,8,3,6,5,12
2001,8,3,8,3,939
2001,8,3,8,4,18
2001,8,3,8,5,60
2001,8,3,8,7,9
2001,8,3,8,8,9
2001,8,3,9,2,6
2001,8,4,3,3,9
2001,8,4,3,4,9
2001,8,4,8,1,9
2001,8,4,8,3,6
2001,8,4,8,4,435
2001,8,4,8,5,63
2001,8,4,9,5,6
2001,8,5,3,1,6
2001,8,5,3,3,21
2001,8,5,3,4,42
2001,8,5,5,5,6
2001,8,5,6,1,12
2001,8,5,6,5,24
2001,8,5,8,1,18
2001,8,5,8,2,21
2001,8,5,8,3,57
2001,8,5,8,4,39
2001,8,5,8,5,3594
2001,8,5,8,6,87
2001,8,5,8,7,6
2001,8,5,8,8,93
2001,8,5,9,1,6
2001,8,5,9,2,12
2001,8,6,3,1,6
2001,8,6,3,4,21
2001,8,6,5,5,6
2001,8,6,6,5,9
2001,8,6,8,5,210
2001,8,6,8,6,1149
2001,8,6,8,8,81
2001,8,6,9,1,6
2001,8,6,9,2,33
2001,8,7,3,2,6
2001,8,7,3,3,6
2001,8,7,3,4,12
2001,8,7,6,5,18
2001,8,7,8,5,12
2001,8,7,8,7,1626
2001,8,7,8,8,153
2001,8,7,9,2,9
2001,8,7,10,1,138
2001,8,7,10,3,9
2001,8,7,10,4,9
2001,8,7,10,6,33
2001,8,8,3,4,18
2001,8,8,6,5,33
2001,8,8,8,3,30
2001,8,8,8,5,141
2001,8,8,8,6,45
2001,8,8,8,7,222
2001,8,8,8,8,1698
2001,8,8,9,1,9
2001,8,8,9,2,90
2001,8,8,10,1,21
2001,8,8,10,6,12
2001,9,1,3,3,9
2001,9,1,3,4,9
2001,9,1,6,1,21
2001,9,1,6,4,27
2001,9,1,6,5,363
2001,9,1,6,6,12
2001,9,1,6,7,36
2001,9,1,8,8,9
2001,9,1,9,1,2364
2001,9,1,9,2,372
2001,9,1,9,3,42
2001,9,1,9,4,42
2001,9,1,10,6,6
2001,9,2,6,5,138
2001,9,2,6,7,9
2001,9,2,8,5,12
2001,9,2,8,8,27
2001,9,2,9,1,210
2001,9,2,9,2,2484
2001,9,2,9,3,27
2001,9,2,9,4,150
2001,9,2,9,5,15
2001,9,3,6,5,36
2001,9,3,8,8,18
2001,9,3,9,1,111
2001,9,3,9,2,177
2001,9,3,9,3,801
2001,9,3,9,4,9
2001,9,4,3,3,6
2001,9,4,3,4,9
2001,9,4,6,5,69
2001,9,4,6,7,30
2001,9,4,9,1,54
2001,9,4,9,2,165
2001,9,4,9,3,18
2001,9,4,9,4,3324
2001,9,4,9,5,90
2001,9,4,9,6,6
2001,9,4,10,4,12
2001,9,4,10,6,12
2001,9,5,6,5,75
2001,9,5,6,7,36
2001,9,5,6,8,12
2001,9,5,9,2,15
2001,9,5,9,4,99
2001,9,5,9,5,2595
2001,9,5,9,6,303
2001,9,5,11,9,9
2001,9,6,6,5,36
2001,9,6,6,7,6
2001,9,6,6,13,9
2001,9,6,7,5,6
2001,9,6,7,6,21
2001,9,6,9,4,6
2001,9,6,9,5,171
2001,9,6,9,6,3921
2001,9,6,10,4,9
2001,9,6,11,2,9
2001,9,6,11,8,12
2001,9,6,11,9,18
2001,10,1,3,3,9
2001,10,1,3,4,15
2001,10,1,8,7,75
2001,10,1,8,8,12
2001,10,1,10,1,1962
2001,10,1,10,2,6
2001,10,1,10,3,51
2001,10,1,10,4,54
2001,10,1,10,6,201
2001,10,1,10,8,33
2001,10,2,6,5,9
2001,10,2,10,1,6
2001,10,2,10,2,3888
2001,10,2,10,3,6
2001,10,2,10,4,417
2001,10,2,10,6,330
2001,10,2,10,8,87
2001,10,2,11,2,42
2001,10,2,11,8,33
2001,10,2,11,9,51
2001,10,2,12,1,21
2001,10,2,12,2,30
2001,10,2,12,4,18
2001,10,3,3,3,9
2001,10,3,3,4,6
2001,10,3,6,5,12
2001,10,3,9,4,6
2001,10,3,10,1,117
2001,10,3,10,2,18
2001,10,3,10,3,1530
2001,10,3,10,4,231
2001,10,3,10,6,921
2001,10,3,10,8,135
2001,10,4,3,4,24
2001,10,4,6,5,45
2001,10,4,6,7,6
2001,10,4,6,8,6
2001,10,4,7,6,9
2001,10,4,8,7,6
2001,10,4,8,8,6
2001,10,4,9,2,9
2001,10,4,9,4,18
2001,10,4,9,5,9
2001,10,4,9,6,18
2001,10,4,10,1,33
2001,10,4,10,2,573
2001,10,4,10,3,27
2001,10,4,10,4,6144
2001,10,4,10,5,12
2001,10,4,10,6,2523
2001,10,4,10,8,417
2001,10,4,11,2,18
2001,10,4,11,8,27
2001,10,4,11,9,42
2001,10,4,12,1,21
2001,10,4,12,2,12
2001,10,4,12,4,27
2001,10,5,10,2,15
2001,10,5,10,4,24
2001,10,5,10,5,42
2001,10,5,10,6,15
2001,10,6,3,4,48
2001,10,6,6,5,57
2001,10,6,6,8,6
2001,10,6,7,6,6
2001,10,6,9,4,39
2001,10,6,9,5,15
2001,10,6,9,6,18
2001,10,6,10,1,111
2001,10,6,10,2,279
2001,10,6,10,3,213
2001,10,6,10,4,2400
2001,10,6,10,5,12
2001,10,6,10,6,11976
2001,10,6,10,8,1410
2001,10,6,10,9,9
2001,10,6,11,2,15
2001,10,6,11,8,18
2001,10,6,11,9,36
2001,10,6,12,1,18
2001,10,6,12,4,21
2001,10,7,10,4,6
2001,10,7,10,7,72
2001,10,8,3,4,15
2001,10,8,6,5,18
2001,10,8,9,4,12
2001,10,8,9,5,6
2001,10,8,10,1,18
2001,10,8,10,2,75
2001,10,8,10,3,63
2001,10,8,10,4,612
2001,10,8,10,6,2205
2001,10,8,10,8,2199
2001,10,8,11,2,6
2001,10,8,11,8,15
2001,10,8,11,9,15
2001,10,8,12,1,9
2001,10,8,12,4,6
2001,10,9,10,4,27
2001,10,9,10,6,96
2001,10,9,10,8,30
2001,10,9,10,9,75
2001,11,1,9,6,9
2001,11,1,11,1,693
2001,11,1,11,2,279
2001,11,1,11,3,9
2001,11,1,11,4,15
2001,11,1,11,7,24
2001,11,1,11,8,366
2001,11,1,11,9,699
2001,11,2,6,5,9
2001,11,2,7,6,12
2001,11,2,9,6,57
2001,11,2,10,2,12
2001,11,2,10,4,12
2001,11,2,10,6,12
2001,11,2,11,1,51
2001,11,2,11,2,2169
2001,11,2,11,3,27
2001,11,2,11,4,57
2001,11,2,11,5,21
2001,11,2,11,6,9
2001,11,2,11,7,6
2001,11,2,11,8,573
2001,11,2,11,9,1632
2001,11,2,12,1,9
2001,11,2,12,4,81
2001,11,3,9,6,6
2001,11,3,11,2,24
2001,11,3,11,3,801
2001,11,3,11,4,15
2001,11,3,11,9,27
2001,11,3,12,1,12
2001,11,3,12,4,15
2001,11,4,9,6,9
2001,11,4,11,2,105
2001,11,4,11,3,9
2001,11,4,11,4,282
2001,11,4,11,5,9
2001,11,4,11,8,60
2001,11,4,11,9,204
2001,11,5,7,6,36
2001,11,5,11,2,9
2001,11,5,11,4,6
2001,11,5,11,5,660
2001,11,5,11,8,12
2001,11,5,11,9,21
2001,11,6,7,6,6
2001,11,6,9,6,27
2001,11,6,11,2,51
2001,11,6,11,5,12
2001,11,6,11,6,453
2001,11,6,11,8,51
2001,11,6,11,9,96
2001,11,7,11,1,18
2001,11,7,11,2,45
2001,11,7,11,7,183
2001,11,7,11,8,69
2001,11,7,11,9,105
2001,11,8,6,5,9
2001,11,8,7,6,15
2001,11,8,9,5,6
2001,11,8,9,6,39
2001,11,8,10,2,15
2001,11,8,10,4,6
2001,11,8,10,6,18
2001,11,8,10,8,6
2001,11,8,11,1,135
2001,11,8,11,2,819
2001,11,8,11,3,39
2001,11,8,11,4,72
2001,11,8,11,5,24
2001,11,8,11,6,12
2001,11,8,11,7,21
2001,11,8,11,8,1680
2001,11,8,11,9,1881
2001,11,8,12,1,12
2001,11,8,12,4,15
2001,11,9,6,5,24
2001,11,9,7,6,24
2001,11,9,9,5,12
2001,11,9,9,6,69
2001,11,9,10,2,9
2001,11,9,10,4,15
2001,11,9,10,6,18
2001,11,9,11,1,159
2001,11,9,11,2,1206
2001,11,9,11,3,33
2001,11,9,11,4,87
2001,11,9,11,5,39
2001,11,9,11,6,12
2001,11,9,11,7,18
2001,11,9,11,8,1191
2001,11,9,11,9,4464
2001,11,9,12,4,18
2001,12,1,10,2,18
2001,12,1,10,4,18
2001,12,1,10,6,18
2001,12,1,11,2,6
2001,12,1,11,3,36
2001,12,1,11,8,9
2001,12,1,11,9,18
2001,12,1,12,1,4653
2001,12,1,12,2,312
2001,12,1,12,3,60
2001,12,1,12,4,582
2001,12,1,12,6,51
2001,12,2,11,3,12
2001,12,2,11,9,12
2001,12,2,12,1,435
2001,12,2,12,2,1320
2001,12,2,12,3,9
2001,12,2,12,4,309
2001,12,2,12,6,9
2001,12,3,11,2,6
2001,12,3,12,1,219
2001,12,3,12,2,27
2001,12,3,12,3,468
2001,12,3,12,4,27
2001,12,3,12,6,27
2001,12,4,10,4,9
2001,12,4,11,2,9
2001,12,4,11,3,18
2001,12,4,11,8,6
2001,12,4,11,9,6
2001,12,4,12,1,201
2001,12,4,12,2,114
2001,12,4,12,4,1947
2001,12,4,12,6,6
2001,12,5,12,1,21
2001,12,5,12,5,18
2001,12,6,12,1,105
2001,12,6,12,2,15
2001,12,6,12,3,6
2001,12,6,12,4,18
2001,12,6,12,6,2094
2001,13,1,13,1,834
2001,13,1,13,2,6
2001,13,1,13,3,12
2001,13,1,13,4,39
2001,13,1,13,6,6
2001,13,2,13,2,612
2001,13,2,13,3,30
2001,13,2,13,4,141
2001,13,2,13,6,12
2001,13,3,13,2,18
2001,13,3,13,3,714
2001,13,3,13,4,492
2001,13,3,13,6,15
2001,13,3,13,7,6
2001,13,4,13,1,60
2001,13,4,13,2,99
2001,13,4,13,3,516
2001,13,4,13,4,8457
2001,13,4,13,5,15
2001,13,4,13,6,138
2001,13,4,13,7,30
2001,13,4,14,1,18
2001,13,4,14,2,6
2001,13,5,13,4,120
2001,13,5,13,5,48
2001,13,6,13,1,12
2001,13,6,13,2,12
2001,13,6,13,3,36
2001,13,6,13,4,315
2001,13,6,13,6,606
2001,13,7,13,4,27
2001,13,7,13,7,2607
2001,13,7,14,1,18
2001,13,7,14,2,21
2001,13,7,14,4,6
2001,13,7,14,13,12
2001,14,1,13,4,15
2001,14,1,13,7,27
2001,14,1,14,1,15138
2001,14,1,14,2,3240
2001,14,1,14,3,129
2001,14,1,14,4,39
2001,14,1,14,5,84
2001,14,1,14,7,51
2001,14,1,14,8,24
2001,14,1,14,10,6
2001,14,1,14,11,6
2001,14,1,14,12,9
2001,14,1,14,13,105
2001,14,1,15,8,24
2001,14,2,7,6,6
2001,14,2,13,4,6
2001,14,2,13,7,18
2001,14,2,14,1,1599
2001,14,2,14,2,15162
2001,14,2,14,3,198
2001,14,2,14,4,24
2001,14,2,14,5,60
2001,14,2,14,6,18
2001,14,2,14,7,33
2001,14,2,14,8,72
2001,14,2,14,9,42
2001,14,2,14,10,24
2001,14,2,14,11,6
2001,14,2,14,12,12
2001,14,2,14,13,225
2001,14,2,15,8,21
2001,14,3,13,7,6
2001,14,3,14,1,375
2001,14,3,14,2,678
2001,14,3,14,3,498
2001,14,3,14,5,6
2001,14,3,14,10,6
2001,14,3,14,13,12
2001,14,4,13,7,9
2001,14,4,14,1,132
2001,14,4,14,2,18
2001,14,4,14,4,318
2001,14,5,14,1,306
2001,14,5,14,2,198
2001,14,5,14,3,9
2001,14,5,14,5,489
2001,14,6,14,1,18
2001,14,6,14,2,51
2001,14,6,14,6,36
2001,14,7,14,1,45
2001,14,7,14,2,24
2001,14,7,14,7,48
2001,14,8,14,1,45
